id	text	title
508	Alvin Independent School District is a school district based in Alvin , Texas ( USA ).	Alvin Independent School District
509	Hogwarts School of Witchcraft and Wizardry, shortened Hogwarts, is a fictional British school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J.K. Rowling 's Harry Potter series.	Hogwarts
510	The U.S. subprime mortgage crisis was a set of events and conditions that led to a financial crisis and subsequent recession that began in 2008.	Subprime mortgage crisis
511	The Myers-Briggs Type Indicator (MBTI) assessment is a psychometric questionnaire designed to measure psychological preferences in how people perceive the world and make decisions.	Myers-Briggs Type Indicator
512	The MBTI focuses on normal populations and emphasizes the value of naturally occurring differences.	Myers-Briggs Type Indicator
513	"Robert Kaplan and Dennis Saccuzzo believe ""the underlying assumption of the MBTI is that we all have specific preferences in the way we construe our experiences, and these preferences underlie our interests, needs, values, and motivation"" (p. 499)."	Myers-Briggs Type Indicator
514	Heavy Rain is an interactive drama action-adventure video game created by French developer Quantic Dream exclusively for the PlayStation 3 .	Heavy Rain
515	Superannuation in Australia refers to the arrangements which people make in Australia to have funds available for them in retirement .	Superannuation in Australia
516	Fleas are external parasites , living by hematophagy off the blood of mammals and birds .	Flea
517	Deer (singular and plural) are the ruminant mammals forming the family Cervidae.	Deer
518	Democrat Barack Obama , then the junior Senator from Illinois , defeated Republican John McCain , the senior Senator from Arizona .	United States presidential election, 2008
519	The United States Electoral College is the institution that officially elects the President and Vice President of the United States every four years.	Electoral College (United States)
520	Barack Hussein Obama II (; born August 4, 1961) is the 44th and current President of the United States , the first African American to hold the office.	Barack Obama
521	The Rime of the Ancient Mariner (originally The Rime of the Ancyent Marinere) is the longest major poem by the English poet Samuel Taylor Coleridge , written in 1797–98 and published in 1798 in the first edition of Lyrical Ballads .	The Rime of the Ancient Mariner
522	Freddie Mercury (born Farrokh Bulsara; Gujarati : ફરોખ બલ્સારા‌, Pharōkh Balsārā‌); 5 September 1946 – 24 November 1991) was a British musician, singer and songwriter, best known as the lead vocalist and lyricist of the rock band Queen .	Freddie Mercury
523	A proxy auto-config (PAC) file defines how web browsers and other user agents can automatically choose the appropriate proxy server (access method) for fetching a given URL .	Proxy auto-config
524	A PAC file contains a JavaScript function “FindProxyForURL(url, host)”.	Proxy auto-config
525	Some spoilers are added to cars primarily for styling purposes and have either little aerodynamic benefit or even make the aerodynamics worse.	Spoiler (automotive)
526	"Man of Constant Sorrow (also known as ""I Am A Man of Constant Sorrow"") is a traditional American folk song first recorded by Dick Burnett , a partially blind fiddler from Kentucky ."	Man of Constant Sorrow
527	On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić .	Assassination of Archduke Franz Ferdinand of Austria
528	It opened on April 16, 2001.	Disney's Animal Kingdom Lodge
529	The major languages are Yoruba , Hausa , Igbo , Edo , Fulfulde , Kanuri , and Ibibio .	Languages of Nigeria
530	War between Japan and the United States had been a possibility that each nation's military forces planned for since the 1920s, though real tension did not begin until the 1931 invasion of Manchuria by Japan.	Events leading to the attack on Pearl Harbor
531	Multimedia Messaging Service (MMS) is a standard way to send messages that include multimedia content to and from mobile phones .	Multimedia Messaging Service
532	The earliest physical evidence of it is probably the pustular rash on the mummified body of Pharaoh Ramses V of Egypt.	Smallpox
533	Written by John Lennon and Paul McCartney , and recorded in October 1963, it was the first Beatles record to be made using four-track equipment.	I Want to Hold Your Hand
534	"With advance orders exceeding one million copies in the United Kingdom, ""I Want to Hold Your Hand"" would ordinarily have gone straight to the top of the British record charts on its day of release (29 November 1963) had it not been blocked by the group's first million seller "" She Loves You "", the Beatles' previous UK single, which was having a resurgent spell in the top position following intense media coverage of the group."	I Want to Hold Your Hand
535	A gasser was a type of hot rod originating on the dragstrips of the United States in the late 1950s and continued until the early 1970s.	Gasser (car)
536	Their aim was to force the western powers to allow the Soviet zone to start supplying Berlin with food and fuel, thereby giving the Soviets practical control over the entire city.	Berlin Blockade
537	Proud Mary is a rock song written by American singer-songwriter and multi-instrumentalist John Fogerty , and recorded by his band Creedence Clearwater Revival .	Proud Mary
538	A Change Is Gonna Come is a 1964 single by R&B singer-songwriter Sam Cooke , written and first recorded in 1963 and released under the RCA Victor label shortly after his death in late 1964.	A Change Is Gonna Come
